,0
4872,ACTN4
4873,STK33
4874,NDUFA10
4875,EPO
4876,ARPC1B
4877,CACNG6
4878,ZSWIM6
4879,FCHO1
4880,UNC13A
4881,MAP1S
4882,KLHDC7B
4883,SCO2
4884,PXDN
4885,SSBP4
4886,GDF15
4887,PGPEP1
4888,KIAA1683
4889,LSM4
4890,JUND
4891,HRC
4892,TRPM4
4893,SULT4A1
4894,ZNF557
4895,CRB3
4896,OLFM1
4897,CAMSAP1
4898,UBAC1
4899,ZBTB46
4900,SAMD10
4901,LSP1
4902,TNNT3
4903,TNNI2
4904,COL5A1
4905,ATXN10
4906,TUBGCP2
4907,CYP2E1
4908,PNPLA7
4909,PAK4
4910,MNX1
4911,ZNF337
4912,TAF4
4913,GATA5
4914,LAMA5
4915,OSBPL2
4916,ADRM1
4917,ASS1
4918,PRDM12
4919,EXOSC2
4920,POMT1
4921,UCK1
4922,FIBCD1
4923,CHMP2A
4924,UBE2M
4925,TRIM28
4926,YIPF2
4927,ATG4D
4928,EIF2S3
4929,NPAS1
4930,GMFG
4931,MAP3K10
4932,ARHGEF16
4933,LRRC47
4934,SESN2
4935,SMPDL3B
4936,ATPIF1
4937,MED18
4938,CLIP1
4939,CCDC62
4940,HIP1R
4941,ZNF317
4942,EIF3G
4943,DNMT1
4944,ZNF426
4945,SLC6A8
4946,PNCK
4947,DKC1
4948,PLXNA3
4949,DUSP9
4950,MPP1
4951,ZNF331
4952,ZNF236
4953,SLC7A10
4954,LRP3
4955,C12orf65
4956,NOL11
4957,UBE4B
4958,CASZ1
4959,PKDREJ
4960,HSD17B3
4961,HABP4
4962,SLC35D2
4963,PRRG1
4964,RGN
4965,POLN
4966,PPIL4
4967,ULBP2
4968,AKAP12
4969,SYNE1
4970,ULBP3
4971,LATS1
4972,EPS8L1
4973,LILRB2
4974,RBM39
4975,COX4I2
4976,ZNF341
4977,ACSS2
4978,EDA2R
4979,ARHGEF9
4980,C1QL1
4981,GFAP
4982,PYY
4983,HIGD1B
4984,ATP6V1E1
4985,ZNF227
4986,ZNF428
4987,TEX101
4988,ZNF141
4989,CCL25
4990,COX4I1
4991,GINS2
4992,CHMP1A
4993,SH3BGRL
4994,COX7B
4995,F12
4996,PRR7
4997,NFATC1
4998,GJA9
4999,CAP1
5000,PPT1
5001,RAB11FIP4
5002,ABCB7
5003,TRAF3
5004,MRPS25
5005,SH3BP5
5006,HACL1
5007,TBC1D5
5008,CAPN7
5009,RFTN1
5010,SLC6A6
5011,KCNC3
5012,NAPSA
5013,NR1H2
5014,LRRC4B
5015,PDLIM4
5016,KIF3A
5017,MGAT1
5018,GFPT2
5019,TUBG1
5020,PSME3
5021,RPL27
5022,AOC3
5023,ACLY
5024,VPS25
5025,RAMP2
5026,AOC2
5027,NDUFA2
5028,ANKHD1
5029,DIAPH1
5030,NDFIP1
5031,UBE2D2
5032,EXOC4
5033,C1orf159
5034,PPFIA1
5035,KREMEN2
5036,THOC6
5037,TRAF7
5038,BARX1
5039,NINJ1
5040,NPHP4
5041,MAP1B
5042,IL13RA1
5043,WDR44
5044,CKMT2
5045,ZCCHC9
5046,TNS4
5047,TOP2A
5048,STARD3
5049,RARA
5050,PPP1R1B
5051,KHDRBS3
5052,CHD1L
5053,PEX11B
5054,FMO5
5055,PIAS3
5056,PRKAB2
5057,PDHA1
5058,RAI2
5059,MCCC2
5060,ZNF304
5061,ZNF132
5062,CHSY1
5063,SNRPA1
5064,LLGL1
5065,NR0B2
5066,THAP1
5067,RHPN2
5068,C19orf12
5069,ACTR10
5070,ABHD12B
5071,GCH1
5072,LGALS3
5073,PODNL1
5074,DNAJB1
5075,FBXW9
5076,RFX1
5077,ZNF20
5078,C19orf57
5079,CC2D1A
5080,RTBDN
5081,MATN3
5082,TRIM21
5083,SPATA6
5084,LRRC41
5085,CCT6B
5086,DHX30
5087,RAF1
5088,PPARG
5089,NUP210
5090,FCRLA
5091,HSD17B7
5092,ENOSF1
5093,EMILIN2
5094,ARFIP2
5095,TRIM5
5096,CNGA4
5097,TRIM22
5098,PTCD3
5099,IMMT
5100,MRPL35
5101,ILKAP
5102,PER2
5103,RAMP1
5104,SCLY
5105,PTPRE
5106,RAN
5107,PRKAA1
5108,CARD6
5109,MYBBP1A
5110,RPA1
5111,UBE2G1
5112,EEFSEC
5113,TBC1D14
5114,TMEM128
5115,COQ3
5116,POPDC3
5117,SEC61G
5118,LANCL2
5119,FIGNL1
5120,DDC
5121,GRSF1
5122,ANKRD17
5123,UTP3
5124,ITGB4
5125,WBP2
5126,H3F3B
5127,UNK
5128,TRIM47
5129,ZRANB2
5130,EIF5A
5131,CLEC10A
5132,GUCY2D
5133,GPS2
5134,XAF1
5135,DLG4
5136,VPS13B
5137,RGS22
5138,MATN2
5139,REEP2
5140,PCBD2
5141,SDF2
5142,FLOT2
5143,ERAL1
5144,PRMT7
5145,NIP7
5146,TERF2
5147,VPS4A
5148,HSPA12B
5149,SNAP25
5150,BTBD3
5151,PCNA
5152,NXT1
5153,POLR3F
5154,RIN2
5155,PTPRA
5156,DAP3
5157,RHBG
5158,KIAA0907
5159,ATP1A4
5160,NES
5161,BCAN
5162,ARHGEF11
5163,RAB25
5164,HAPLN2
5165,FCRL2
5166,SYT11
5167,IGHMBP2
5168,ACY3
5169,ALDH3B2
5170,MMACHC
5171,DPH2
5172,TOE1
5173,NASP
5174,MUTYH
5175,CTNNBL1
5176,LPIN3
5177,ZSWIM3
5178,RBM38
5179,VSTM2L
5180,SERINC3
5181,PPP1R3D
5182,DMGDH
5183,BHMT2
5184,AP3B1
5185,ZBED3
5186,SLC14A2
5187,FBXO44
5188,CASP9
5189,NMUR2
5190,DCTN4
5191,PDE6A
5192,ATP8A2
5193,ZMYM5
5194,USPL1
5195,XPO4
5196,TPTE2
5197,POMP
5198,CDK8
5199,ALOX5AP
5200,WASF3
5201,CHRM3
5202,MYH10
5203,PEMT
5204,SCO1
5205,CHI3L1
5206,MYBPH
5207,PIK3C2B
5208,CHIT1
5209,SLC41A1
5210,LGR6
5211,TMCC2
5212,DCLK1
5213,CCNA1
5214,COG6
5215,EPSTI1
5216,TRPC4
5217,POSTN
5218,RFXAP
5219,TPT1
5220,STOML3
5221,KL
5222,RFC3
5223,STARD13
5224,MORC4
5225,BEX2
5226,RNF128
5227,TBC1D8B
5228,TCEAL4
5229,BEX1
5230,FAM104A
5231,SLC39A11
5232,EPHB2
5233,SRRM1
5234,BTBD2
5235,PRAM1
5236,ZNF414
5237,PDE6B
5238,HSPBP1
5239,CSNK1G2
5240,CNDP2
5241,MACROD1
5242,LGALS12
5243,RTN3
5244,RARRES3
5245,MYH11
5246,MED10
5247,PDZD2
5248,MORC2
5249,MYO18B
5250,SLC2A11
5251,C1QTNF6
5252,FAM83F
5253,SEC14L4
5254,GIMAP6
5255,GIMAP4
5256,ADCK2
5257,MKRN1
5258,KRBA1
5259,ACTR3B
5260,NTS
5261,BTG1
5262,LRRIQ1
5263,C12orf29
5264,ATP13A3
5265,SFTPD
5266,DYDC2
5267,TMTC1
5268,KRAS
5269,IPO8
5270,LARS
5271,SPINK5
5272,IMPA1
5273,LRRCC1
5274,E2F5
5275,CCDC59
5276,SWAP70
5277,ARNTL
5278,LYVE1
5279,AMPD3
5280,MICALCL
5281,SBF2
5282,MICAL2
5283,RRAS2
5284,HSD17B4
5285,RNF122
5286,DUSP26
5287,DPF2
5288,MEN1
5289,GSC
5290,C14orf159
5291,NUMB
5292,TTC9
5293,MED6
5294,EIF2S1
5295,ADAM20
5296,LOXL2
5297,ELP3
5298,PEBP4
5299,MRO
5300,MBD2
5301,IER3IP1
5302,MRPS36
5303,CCNB1
5304,CDK7
5305,CD180
5306,IRAK2
5307,CAMK1
5308,THUMPD3
5309,VHL
5310,ARL8B
5311,EDEM1
5312,CHL1
5313,MEIS2
5314,GNAT2
5315,GSTM1
5316,PRPF38B
5317,REG4
5318,TSPAN2
5319,GSTM5
5320,GSTM3
5321,SYT6
5322,VAV3
5323,PSRC1
5324,HMGCS2
5325,PTPN22
5326,SORT1
5327,WNT2B
5328,PTGFRN
5329,NOTCH2
5330,TRIM45
5331,CEPT1
5332,VTCN1
5333,AP4B1
5334,NAPG
5335,SPIRE1
5336,PPHLN1
5337,FKBP11
5338,ARF3
5339,TMEM106C
5340,SLC38A2
5341,YWHAQ
5342,KIDINS220
5343,GRHL1
5344,ROCK2
5345,RSAD2
5346,MYCN
5347,LPIN1
5348,IAH1
5349,LDHA
5350,SAA2
5351,IL6ST
5352,FST
5353,NAV1
5354,CDC73
5355,TIMM17A
5356,CRB1
5357,ERN2
5358,RPS15A
5359,NARS
5360,GRP
5361,KIAA1468
5362,FBXO18
5363,RBM17
5364,IL2RA
5365,ANKRD16
5366,ECHDC3
5367,IL15RA
5368,CCNH
5369,HRH4
5370,KCTD1
5371,CABLES1
5372,DOCK2
5373,EMP1
5374,SOX5
5375,RERG
5376,KLRD1
5377,KLRC1
5378,PRH2
5379,LRP4
5380,MYBPC3
5381,DDB2
5382,ACP2
5383,RAB33A
5384,RBMX2
5385,PIWIL4
5386,PUM1
5387,SPOCD1
5388,YARS
5389,PHC2
5390,CDCA8
5391,GNL2
5392,HOOK1
5393,CYP2J2
5394,BTF3L4
5395,ZCCHC11
5396,PRPF38A
5397,DSC2
5398,RNF138
5399,ELP2
5400,DSG1
5401,DSC3
5402,DTNA
5403,FHOD3
5404,DAGLA
5405,SLC43A3
5406,TIMM10
5407,DHX34
5408,FADS2
5409,TCN1
5410,TMEM165
5411,CLOCK
5412,PDGFRA
5413,COL4A2
5414,CLDN10
5415,DZIP1
5416,UBAC2
5417,BIVM
5418,ERCC5
5419,TPP2
5420,KDELC1
5421,CARS2
5422,STT3A
5423,ADAMTS8
5424,ACRV1
5425,ETS1
5426,SLC37A2
5427,KLB
5428,TMED7
5429,APC
5430,WDR36
5431,OSTF1
5432,RFK
5433,UBQLN1
5434,C9orf40
5435,ANXA1
5436,TMEM2
5437,AGTPBP1
5438,GOLM1
5439,PSAT1
5440,ISCA1
5441,ADAM19
5442,HAVCR2
5443,CCNJL
5444,TAOK3
5445,USP30
5446,SDS
5447,MSI1
5448,HNF1A
5449,FBXO21
5450,TBX3
5451,OASL
5452,P2RX4
5453,DTX1
5454,TRAFD1
5455,DMTF1
5456,TMEM60
5457,CD36
5458,PNPLA8
5459,RINT1
5460,SRPK2
5461,TES
5462,MDFIC
5463,MTO1
5464,ANKRD6
5465,HTR1B
5466,SYNCRIP
5467,SNX14
5468,NT5E
5469,EPHA7
5470,LCA5
5471,MAP3K7
5472,LMO2
5473,PHF21A
5474,NAT10
5475,EHF
5476,ELF5
5477,PRRG4
5478,CAPRIN1
5479,ATP5G2
5480,DNAJC14
5481,CD63
5482,PRPH
5483,AVIL
5484,AMHR2
5485,GDF11
5486,GLS2
5487,ITGA7
5488,RDH5
5489,BLOC1S1
5490,CDK4
5491,PPP1R1A
5492,TROAP
5493,TSPAN31
5494,B4GALNT1
5495,TFCP2
5496,COQ10A
5497,FAIM2
5498,ESPL1
5499,KRT7
5500,ZC3H10
5501,HNRNPA1
5502,SLC26A10
5503,ACVR1B
5504,OS9
5505,MIP
5506,KCNH3
5507,LTV1
5508,MAP7
5509,CD164
5510,NHSL1
5511,AHI1
5512,HEY2
5513,PKIB
5514,SMPD2
5515,MICAL1
5516,REPS1
5517,TEC
5518,SEMA4F
5519,CCT7
5520,RAB11FIP5
5521,SMYD5
5522,DYSF
5523,CCDC142
5524,EMX1
5525,KCNMB4
5526,USP15
5527,GNS
5528,CPM
5529,MDM2
5530,MPHOSPH6
5531,CHST5
5532,KIAA0513
5533,DYNC1LI2
5534,FBXL8
5535,FHOD1
5536,CCDC102A
5537,SLC9A5
5538,AGT
5539,KCNK1
5540,EGLN1
5541,CAPN9
5542,COG2
5543,TAF5L
5544,GLUL
5545,STX6
5546,RNASEL
5547,DHX9
5548,KIAA1614
5549,CEP350
5550,NPL
5551,FAM129A
5552,LAMC1
5553,RC3H1
5554,GPR55
5555,SP110
5556,MRPL44
5557,DOCK10
5558,TTLL4
5559,USP37
5560,HTR2B
5561,ITM2C
5562,SLC19A3
5563,SERPINE2
5564,DNAJB2
5565,WNT10A
5566,TMBIM1
5567,CYP27A1
5568,ARMC9
5569,CAB39
5570,COX5B
5571,REV1
5572,TSGA10
5573,MFSD9
5574,TMEM127
5575,EDAR
5576,TGFBRAP1
5577,GCC2
5578,MRPS9
5579,GPR45
5580,C2orf49
5581,ANKRD36
5582,EPC2
5583,ARHGEF4
5584,ISCU
5585,STAB2
5586,USP44
5587,SCYL2
5588,CKAP4
5589,PLXNC1
5590,APPL2
5591,PWP1
5592,SLC41A2
5593,VILL
5594,FLNB
5595,NEK3
5596,VPS36
5597,RNASEH2B
5598,CKAP2
5599,TBC1D4
5600,THSD1
5601,LRCH1
5602,SUCLA2
5603,RCBTB1
5604,MED4
5605,PHF11
5606,COG3
5607,LMO7
5608,SCEL
5609,ITM2B
5610,SPRY2
5611,NUDT15
5612,EDNRB
5613,RCBTB2
5614,LCP1
5615,SETDB2
5616,SCRN1
5617,C7orf25
5618,TNS3
5619,CHST12
5620,IGF2BP3
5621,GPNMB
5622,RAPGEF5
5623,RAC1
5624,KDELR2
5625,NUPL2
5626,IL6
5627,ZDHHC4
5628,AOAH
5629,BZW2
5630,DGKB
5631,TBRG4
5632,DDX56
5633,HUS1
5634,NACAD
5635,DBNL
5636,MYO1G
5637,TTYH3
5638,CIDEB
5639,TTC5
5640,MTHFS
5641,ADAMTS7
5642,IREB2
5643,ALPK3
5644,TM6SF1
5645,CIB2
5646,CALCOCO2
5647,RSAD1
5648,NMT1
5649,MYCBPAP
5650,VEZF1
5651,CHAD
5652,TEX2
5653,LIMD2
5654,BRIP1
5655,RTP4
5656,ACTL6A
5657,NDUFB5
5658,MRPL47
5659,SCN2A
5660,MARCH7
5661,GALNT5
5662,SCN7A
5663,TANK
5664,BLK
5665,GATA4
5666,SKIL
5667,EPRS
5668,HLX
5669,VPS45
5670,IL10
5671,KCTD3
5672,RPS6KC1
5673,IL1RN
5674,SMPD4
5675,WDR33
5676,CCDC115
5677,SAP130
5678,BIN1
5679,IMP4
5680,HS6ST1
5681,GYPC
5682,STAM
5683,ABI1
5684,YME1L1
5685,DNAJC1
5686,NIPSNAP3A
5687,LRRC8A
5688,CDK9
5689,TXN
5690,ODF2
5691,KIAA0368
5692,TOR1B
5693,C9orf78
5694,SMC2
5695,KLF4
5696,TOR1A
5697,RALGPS1
5698,FAM129B
5699,ST6GALNAC4
5700,DAB2IP
5701,STXBP1
5702,SLC2A8
5703,ANGPTL2
5704,CDK5RAP2
5705,ZFP37
5706,SLC31A2
5707,TLR4
5708,ZNF189
5709,ALDOB
5710,STX17
5711,PRPF4
5712,FPGS
5713,USP20
5714,BAAT
5715,KIF12
5716,ATP6V1G1
5717,TEX10
5718,GARNL3
5719,MRPL50
5720,DPM2
5721,WDR38
5722,GABBR2
5723,PSMB7
5724,RABEPK
5725,GOLGA1
5726,XPA
5727,NCBP1
5728,ANP32B
5729,PDCL
5730,RPL35
5731,LMX1B
5732,ARPC5L
5733,ENPP2
5734,DERL1
5735,MYC
5736,NOV
5737,IL33
5738,RANBP6
5739,POLR1E
5740,PLAA
5741,IL11RA
5742,UBAP2
5743,APTX
5744,RNF38
5745,TLN1
5746,CCL21
5747,SIT1
5748,DMRT1
5749,DNAJB5
5750,SPAG8
5751,DCTN3
5752,CD72
5753,GRHPR
5754,ALDH1B1
5755,HINT2
5756,IGFBPL1
5757,DENND4C
5758,RPS6
5759,FOXP4
5760,KLC4
5761,KIF13A
5762,PIM1
5763,GMPR
5764,TFAP2A
5765,YIPF3
5766,TMEM14B
5767,TMEM63B
5768,FRS3
5769,TJAP1
5770,CAPN11
5771,KIAA0319
5772,IRF4
5773,TUBB2A
5774,LRRC1
5775,GCM1
5776,FOXF2
5777,BPHL
5778,RIPK1
5779,TUBB2B
5780,HMGA1
5781,TCF19
5782,FLOT1
5783,IER3
5784,MDC1
5785,PGBD1
5786,TPMT
5787,RNF144B
5788,NRM
5789,MTCH1
5790,TAF8
5791,FAM8A1
5792,FGFBP1
5793,FGFBP2
5794,CPEB2
5795,TLR2
5796,MYO7A
5797,FCHSD2
5798,ARRB1
5799,SLCO2B1
5800,ANKRD42
5801,IL18BP
5802,NUMA1
5803,CCDC90B
5804,SYTL2
5805,RAB30
5806,CREBZF
5807,LRRC32
5808,PRCP
5809,NARS2
5810,RNF121
5811,MRPL15
5812,PI15
5813,TTPA
5814,GGH
5815,SLCO5A1
5816,SULF1
5817,TGS1
5818,SDCBP
5819,NEK1
5820,SORL1
5821,TMPRSS4
5822,BUD13
5823,TRPC6
5824,MMP7
5825,C11orf70
5826,DCUN1D5
5827,YAP1
5828,TRIM29
5829,SLC37A4
5830,POU2F3
5831,RDX
5832,PPP2R1B
5833,FDX1
5834,C11orf1
5835,FXYD6
5836,ARHGAP20
5837,FXYD2
5838,MMP13
5839,TMPRSS13
5840,CASP1
5841,CASP5
5842,ALKBH8
5843,MAP2K5
5844,CTDSPL2
5845,SLTM
5846,THBS1
5847,MAPKBP1
5848,NUSAP1
5849,NDUFAF1
5850,KIF23
5851,ITGA11
5852,PARP6
5853,RPLP1
5854,PAQR5
5855,LRRC49
5856,TUBGCP4
5857,ITPKA
5858,UACA
5859,SMAD6
5860,PLCB2
5861,TMEM62
5862,PAK6
5863,ADAM10
5864,DUOX1
5865,SLC28A2
5866,STRA6
5867,CYP19A1
5868,SEMA6D
5869,BCL2L10
5870,SPTBN5
5871,GCHFR
5872,BCAR3
5873,TTLL7
5874,FNBP1L
5875,GTF2B
5876,RABGGTB
5877,IFI44L
5878,GIPC2
5879,ARHGAP29
5880,IFI44
5881,SLC44A5
5882,CLCA2
5883,DNASE2B
5884,DBT
5885,IFT172
5886,HADHB
5887,KHK
5888,ADCY3
5889,PPM1B
5890,PNPT1
5891,DYNC2LI1
5892,THUMPD2
5893,CYP1B1
5894,RAB1A
5895,ACTR2
5896,PREB
5897,SLC5A6
5898,ABCG5
5899,PREPL
5900,EMILIN1
5901,FBXO11
5902,SIX3
5903,CENPO
5904,LRPPRC
5905,TRIM54
5906,DTNB
5907,ACTR1A
5908,CYP2C8
5909,LOXL4
5910,STAMBPL1
5911,CH25H
5912,KIF11
5913,CUZD1
5914,TACC2
5915,DUSP5
5916,ARL3
5917,CEP55
5918,ENTPD1
5919,EXOC6
5920,PLCE1
5921,RBP4
5922,DBR1
5923,DNAJC13
5924,GPR87
5925,ANXA7
5926,ASCC1
5927,ZNF365
5928,OIT3
5929,ADAMTS14
5930,RPS24
5931,MYPN
5932,AOX1
5933,ATIC
5934,SMARCAL1
5935,BARD1
5936,STAT4
5937,MSTN
5938,ASNSD1
5939,METTL5
5940,SSB
5941,NAB1
5942,PPIG
5943,FASTKD1
5944,MDH1B
5945,HECW2
5946,IDH1
5947,OLA1
5948,SSFA2
5949,CHRNA1
5950,WDR12
5951,ABI2
5952,ITGAV
5953,SLC40A1
5954,SLC35A5
5955,DIRC2
5956,SENP7
5957,COX17
5958,PARP9
5959,MNS1
5960,USP8
5961,TMOD3
5962,SPPL2A
5963,GLCE
5964,SHF
5965,APH1B
5966,CILP
5967,PARP16
5968,PPCDC
5969,HCN4
5970,SEMA7A
5971,UBL7
5972,ARHGAP24
5973,HERC3
5974,HERC6
5975,HERC5
5976,PCDH10
5977,COPS4
5978,RASGEF1B
5979,SEC31A
5980,FGF5
5981,FGF2
5982,BBS7
5983,KIAA1109
5984,BMPR1B
5985,RAP1GDS1
5986,MMRN1
5987,PDE5A
5988,PRDM5
5989,TRPC3
5990,NUP54
5991,CXCL9
5992,BMP2K
5993,G3BP2
5994,SEPT11
5995,FRAS1
5996,SCARB2
5997,CCNG2
5998,CNOT6L
5999,USO1
6000,CDKL2
6001,SHROOM3
6002,ANXA3
6003,PPA2
6004,CENPE
6005,GSTCD
6006,INTS12
6007,ENPEP
6008,CASP6
6009,LEF1
6010,HADH
6011,EGF
6012,PAPSS1
6013,SEC24B
6014,PPP3CA
6015,SLC39A8
6016,MTTP
6017,FBN2
6018,MAPK8IP3
6019,RGS3
6020,RNF185
6021,PARVG
6022,B4GALNT3
6023,ERP27
6024,ETV6
6025,GABARAPL1
6026,KIF21A
6027,CPNE8
6028,YARS2
6029,FGD4
6030,ALG10
6031,FAM60A
6032,AEBP2
6033,SLCO1C1
6034,ETNK1
6035,ZCRB1
6036,TMEM117
6037,PRICKLE1
6038,C1RL
6039,NDUFA9
6040,CLSTN3
6041,KLRG1
6042,VAMP1
6043,TAPBPL
6044,CD27
6045,RBP5
6046,PEX5
6047,SLC38A4
6048,AMIGO2
6049,COL2A1
6050,PPFIA2
6051,LRIG3
6052,MARCH9
6053,INHBE
6054,PHLDA1
6055,TMEM19
6056,LGR5
6057,DUSP6
6058,TMTC3
6059,LUM
6060,KERA
6061,SNRPF
6062,AMDHD1
6063,NEDD1
6064,ASCL1
6065,GAS2L3
6066,TMEM132B
6067,SLC15A4
6068,TDG
6069,SDSL
6070,MMAB
6071,GLTP
6072,GIT2
6073,TCHP
6074,FOXN4
6075,MTMR6
6076,SLC46A3
6077,SLC7A1
6078,LNX2
6079,SUOX
6080,CCDC65
6081,SLC39A5
6082,TARBP2
6083,RDH16
6084,DHH
6085,ACVRL1
6086,GPR84
6087,NPFF
6088,SMARCC2
6089,BRCA2
6090,MAP3K12
6091,ITGB7
6092,GALNT6
6093,CSAD
6094,LMBR1L
6095,C12orf10
6096,ZNF740
6097,WDFY2
6098,ESD
6099,RB1
6100,SBNO1
6101,MORN3
6102,SETD1B
6103,VPS33A
6104,VPS37B
6105,RHOF
6106,DENR
6107,DIAPH3
6108,SLAIN1
6109,RBM26
6110,MBNL2
6111,ABHD13
6112,RAB20
6113,GRTP1
6114,CUL4A
6115,SSTR1
6116,CDH24
6117,REM2
6118,CBLN3
6119,TSSK4
6120,NOVA1
6121,FRMD6
6122,PELI2
6123,RTN1
6124,C14orf37
6125,SLC38A6
6126,ADAM21
6127,RDH12
6128,RAB15
6129,WDR89
6130,ESR2
6131,STON2
6132,GPR65
6133,JDP2
6134,AK7
6135,SLC24A4
6136,FBLN5
6137,C14orf79
6138,WARS
6139,WDR20
6140,NIPA2
6141,SLC12A6
6142,DUOXA1
6143,MFAP1
6144,TCF12
6145,SORD
6146,SERF2
6147,ZSCAN29
6148,DUOXA2
6149,DUOX2
6150,LYSMD2
6151,SLC27A2
6152,FGF7
6153,HDC
6154,GCNT3
6155,BNIP2
6156,GTF2A2
6157,SRP14
6158,BAHD1
6159,DISP2
6160,CDAN1
6161,TLE3
6162,COMMD4
6163,UBE2Q2
6164,PSTPIP1
6165,ETFA
6166,BCL2A1
6167,HMG20A
6168,SCAPER
6169,TSPAN3
6170,WDR61
6171,NCOA2
6172,NEIL1
6173,MAN2C1
6174,DNAJA4
6175,TPM1
6176,IGF1R
6177,ARRDC4
6178,PIF1
6179,USP3
6180,CYP11A1
6181,BBS4
6182,PML
6183,CYP1A1
6184,ADAMTS17
6185,LINS1
6186,ULK3
6187,PCSK6
6188,CCDC33
6189,SCAMP2
6190,HAPLN3
6191,RHCG
6192,POLG
6193,FANCI
6194,ABHD2
6195,NTRK3
6196,DET1
6197,MFGE8
6198,ZNF710
6199,UNC45A
6200,ST8SIA2
6201,MCTP2
6202,FURIN
6203,IQGAP1
6204,CRTC3
6205,SH3GL3
6206,SEC11A
6207,PMM2
6208,ITGAX
6209,TGFB1I1
6210,C16orf58
6211,ARMC5
6212,PARN
6213,FTO
6214,UQCRC2
6215,CDR2
6216,IGSF6
6217,ARHGAP17
6218,NKD1
6219,DHX38
6220,TXNL4B
6221,MARVELD3
6222,CHST4
6223,ZFHX3
6224,CPNE2
6225,NLRC5
6226,KATNB1
6227,KIFC3
6228,ADAMTS18
6229,GCSH
6230,CMTM3
6231,CMTM2
6232,CDH11
6233,NOL3
6234,MAP1LC3B
6235,MBTPS1
6236,CDH13
6237,ZCCHC14
6238,ADAD2
6239,OSGIN1
6240,IRF8
6241,RHOT2
6242,RPS2
6243,NDUFB10
6244,PDPK1
6245,TIGD7
6246,DEF8
6247,TCF25
6248,GALNS
6249,GAS8
6250,MED9
6251,NCOR1
6252,COPS3
6253,ZNF287
6254,MYOCD
6255,KSR1
6256,RANBP10
6257,CTRL
6258,DPEP3
6259,GFOD2
6260,NOB1
6261,PRPSAP2
6262,UNC45B
6263,PCTP
6264,TOM1L1
6265,C17orf80
6266,TOB1
6267,VPS53
6268,SGSM2
6269,NPEPPS
6270,SKAP1
6271,LRRC46
6272,SCRN2
6273,SSH2
6274,RHBDL3
6275,ARSG
6276,ABCA8
6277,G6PC3
6278,CLTC
6279,BCAS3
6280,PTRH2
6281,SS18
6282,TAF4B
6283,AFG3L2
6284,IMPA2
6285,GNAL
6286,SLC39A6
6287,C18orf21
6288,ASXL3
6289,ADCYAP1
6290,MEP1B
6291,ESCO1
6292,OSBPL1A
6293,GATA6
6294,C18orf8
6295,PELP1
6296,NPC1
6297,SLC14A1
6298,ARRB2
6299,SLC13A5
6300,ZMYND15
6301,SAT2
6302,ASGR1
6303,PIK3R5
6304,TP53
6305,CCDC40
6306,TMC6
6307,SLC16A3
6308,CARD14
6309,TTYH2
6310,RAB40B
6311,EIF4A3
6312,CSNK1D
6313,ANAPC11
6314,TBCD
6315,FN3KRP
6316,NARF
6317,FOXK2
6318,TRIM65
6319,CBX8
6320,SECTM1
6321,RNF157
6322,ZNF750
6323,CBX4
6324,RNF165
6325,DYM
6326,MAPK4
6327,ELAC1
6328,MBD1
6329,SMAD4
6330,TNFRSF11A
6331,ZCCHC2
6332,FBXO15
6333,CBLN2
6334,PMAIP1
6335,ERBB2
6336,GRB7
6337,PNMT
6338,STAC2
6339,IGFBP4
6340,FKBP10
6341,TXNL4A
6342,CACNA1A
6343,BRD4
6344,SLC39A3
6345,NFIC
6346,PRDM15
6347,PFKL
6348,FEM1A
6349,VAV1
6350,SH3GL1
6351,DUS3L
6352,DPP9
6353,CCDC97
6354,ZFP14
6355,SIRT3
6356,IFITM3
6357,HUNK
6358,COL6A1
6359,IFNAR1
6360,SOD1
6361,COL6A2
6362,TRPM2
6363,SCYL1
6364,TMEM50B
6365,APP
6366,DOPEY2
6367,URB1
6368,AKT1
6369,IL19
6370,EMP3
6371,SAE1
6372,LMTK3
6373,GEMIN7
6374,CBLC
6375,ADAMTS10
6376,SLC6A3
6377,RNPEPL1
6378,CAPN10
6379,MYO1F
6380,NLRP12
6381,ZNF787
6382,FBN3
6383,CARM1
6384,EVI5L
6385,SLC47A1
6386,PSMB6
6387,SIGLEC10
6388,ZNF473
6389,RPS11
6390,RPL13A
6391,NOSIP
6392,RCN3
6393,ZNF614
6394,SLC2A5
6395,RERE
6396,MMEL1
6397,PRDM16
6398,PADI3
6399,FHAD1
6400,EPHA2
6401,ARHGEF19
6402,EFHD2
6403,PEX14
6404,PGD
6405,MYOM3
6406,SH3BGRL3
6407,CNKSR1
6408,IL22RA1
6409,ZNF593
6410,C1orf216
6411,KIAA0319L
6412,PLK4
6413,MAP3K6
6414,FCN3
6415,SYTL1
6416,WDTC1
6417,NBPF3
6418,HSPG2
6419,ITGB3BP
6420,SERBP1
6421,BCL10
6422,CYR61
6423,PRKACB
6424,PIGK
6425,TINAGL1
6426,RPS8
6427,KIF2C
6428,PTPRF
6429,BEST4
6430,CYP4B1
6431,TMEM61
6432,LMO4
6433,SYPL2
6434,MTF2
6435,SLC44A3
6436,IGSF3
6437,ZNF697
6438,CTTNBP2NL
6439,PSMA5
6440,C1orf162
6441,CD53
6442,PROK1
6443,CELSR2
6444,ITGA10
6445,GPR161
6446,ATP1B1
6447,TIPRL
6448,NME7
6449,POGK
6450,CREG1
6451,GPA33
